,id,createdtime,username,tweets
31,1.40581E+18,18-06-2021 09:07,PapaStonks,"RT @iLiquidatebots: $btc $eth 

And what do institutions need before major expansion? A fk tonne of liquidity. This is what a pre-expansion…"
32,1.40579E+18,18-06-2021 07:24,cantdoevil,"RT @iLiquidatebots: $btc $eth 

And what do institutions need before major expansion? A fk tonne of liquidity. This is what a pre-expansion…"
33,1.40578E+18,18-06-2021 06:51,dubber_phil,"RT @iLiquidatebots: $btc $eth 

And what do institutions need before major expansion? A fk tonne of liquidity. This is what a pre-expansion…"
34,1.40575E+18,18-06-2021 04:44,criptoroyal,"RT @iLiquidatebots: $btc $eth 

And what do institutions need before major expansion? A fk tonne of liquidity. This is what a pre-expansion…"
35,1.40574E+18,18-06-2021 03:52,_sends_,"RT @iLiquidatebots: $btc $eth 

And what do institutions need before major expansion? A fk tonne of liquidity. This is what a pre-expansion…"
36,1.40573E+18,18-06-2021 03:20,Crypt0non,"RT @iLiquidatebots: $btc $eth 

And what do institutions need before major expansion? A fk tonne of liquidity. This is what a pre-expansion…"
37,1.40572E+18,18-06-2021 02:48,sohailb_bashir,"RT @iLiquidatebots: $btc $eth 

And what do institutions need before major expansion? A fk tonne of liquidity. This is what a pre-expansion…"
38,1.40572E+18,18-06-2021 02:38,renkotrader631,"RT @iLiquidatebots: $btc $eth 

And what do institutions need before major expansion? A fk tonne of liquidity. This is what a pre-expansion…"
39,1.40571E+18,18-06-2021 02:28,Crypto_Stanley_,"RT @iLiquidatebots: $btc $eth 

And what do institutions need before major expansion? A fk tonne of liquidity. This is what a pre-expansion…"
40,1.40571E+18,18-06-2021 02:21,DrDoz3,"RT @iLiquidatebots: $btc $eth 

And what do institutions need before major expansion? A fk tonne of liquidity. This is what a pre-expansion…"
41,1.40571E+18,18-06-2021 02:16,myksmayn,"RT @iLiquidatebots: $btc $eth 

And what do institutions need before major expansion? A fk tonne of liquidity. This is what a pre-expansion…"
42,1.40571E+18,18-06-2021 02:14,iLiquidatebots,"$btc $eth 

And what do institutions need before major expansion? A fk tonne of liquidity. This is what a pre-expansion shakeout (after a major ATH break out) looks like. I keep saying it. Get net long and stay net long. 

$btc $eth #appl #amzn https://t.co/PTO5OMCGMU https://t.co/IQtp19gGms"
43,1.40534E+18,17-06-2021 01:36,vwapnation,$AAPL #APPL yes looking good climbing the other side of a W  pattern with a higher low https://t.co/H762FWBkhj
44,1.40531E+18,17-06-2021 00:00,LrodLuz,"If you are buying a home, or even buying new appliances, it's good to know how long they will last. Here are the averages:

Oven: 13-15 years

Fridge: 13 years

Dishwasher: 9 years

Furnace: 15-20 years

Water heater: 10-15 years

HVAC: 10-15 years 

#homebuying #homebuyers #appl https://t.co/yl505cMihC"
45,1.40526E+18,16-06-2021 20:30,JAHomes4u,"If you are buying a home, or even buying new appliances, it's good to know how long they will last. Here are the averages:

Oven: 13-15 years

Fridge: 13 years

Dishwasher: 9 years

Furnace: 15-20 years

Water heater: 10-15 years

HVAC: 10-15 years 

#homebuying #homebuyers #appl https://t.co/TUpS5VzzEU"
46,1.40524E+18,16-06-2021 18:51,ricardo_ik_ahau,RT @AIApparelStore: What's up with this tee! #datascience #artificialintelligence #machinelearning #ai #ml #cloudcomputing #googlecloudplat…
47,1.4052E+18,16-06-2021 16:20,abhibisht89,RT @AIApparelStore: What's up with this tee! #datascience #artificialintelligence #machinelearning #ai #ml #cloudcomputing #googlecloudplat…
48,1.4052E+18,16-06-2021 16:19,AIApparelStore,What's up with this tee! #datascience #artificialintelligence #machinelearning #ai #ml #cloudcomputing #googlecloudplatform #amazonwebservices #bigdata #bigdataanalytics #analytics #fintech #neuralnetworks #hadoop #deeplearning #APPL #GOOG https://t.co/zbLXo1yjHR
49,1.40518E+18,16-06-2021 15:21,abhibisht89,RT @AIApparelStore: What's up with this tee! #datascience #artificialintelligence #machinelearning #ai #ml #cloudcomputing #googlecloudplat…
50,1.40518E+18,16-06-2021 15:19,AIApparelStore,What's up with this tee! #datascience #artificialintelligence #machinelearning #ai #ml #cloudcomputing #googlecloudplatform #amazonwebservices #bigdata #bigdataanalytics #analytics #fintech #neuralnetworks #hadoop #deeplearning #APPL #GOOG https://t.co/uAemSTuahl
51,1.40516E+18,16-06-2021 13:30,startuprad_io,"Apple Hires Former BMW Executive for Its Rebooted Car Project https://t.co/PY4tHt4aZo
#icar #APPL #BMW #TechNews #automotive"
52,1.40491E+18,15-06-2021 20:57,malzi1,"RT @joe__six: fuck you dark pattern #appl!

what you see: ""Apple Music"" opened unasked for. Only option: ""Start Listening""

The quit button…"
53,1.40472E+18,15-06-2021 08:52,PeccatumClamans,"RT @joe__six: fuck you dark pattern #appl!

what you see: ""Apple Music"" opened unasked for. Only option: ""Start Listening""

The quit button…"
54,1.40471E+18,15-06-2021 08:16,joe__six,"fuck you dark pattern #appl!

what you see: ""Apple Music"" opened unasked for. Only option: ""Start Listening""

The quit button (top left) is grayed out. No 'cancel', no 'exit' no other option than START FUCKING SWALLOW THE MARKETING CRAP THEY FORCE ONTO ME! https://t.co/mm0FJib5PS"
55,1.4047E+18,15-06-2021 07:14,samopanyin,"RT @exploregh: RT @samopanyin: RT @igoodsghana: IPhone 11Pro Available
64gig for 4950ghc
256gig for 5150ghc

Factory Unlocked New In Box Se…"
56,1.4047E+18,15-06-2021 07:09,exploregh,"RT @samopanyin: RT @igoodsghana: IPhone 11Pro Available
64gig for 4950ghc
256gig for 5150ghc

Factory Unlocked New In Box Sealed

Call or Whatsapp 0209522979
Location; Abossey Okai Zongo Junction Bus Stop or Search Igoodsgh On Google Map.
#igoodsgh #appl… https://t.co/400WPOh7dU"
